,m,r,1,2,3,5
0,0.0,0.0,0.15349999999999997,0.16449999999999998,0.15500000000000003,0.15400000000000003
1,0.0,1.0,0.16500000000000004,0.16100000000000003,0.15749999999999997,0.16600000000000004
2,0.0,2.0,0.15249999999999997,0.15949999999999998,0.14649999999999996,0.16149999999999998
3,0.0,3.0,0.16400000000000003,0.15100000000000002,0.16900000000000004,0.16100000000000003
4,0.0,4.0,0.19199999999999995,0.1915,0.16649999999999998,0.1775
5,0.0,5.0,0.16849999999999998,0.16500000000000004,0.15849999999999997,0.15149999999999997
6,0.0,6.0,0.18799999999999994,0.16749999999999998,0.1805,0.17300000000000004
7,0.0,7.0,0.16000000000000003,0.16600000000000004,0.16900000000000004,0.16200000000000003
8,0.0,8.0,0.1945,0.1725,0.16249999999999998,0.16249999999999998
9,0.0,9.0,0.16100000000000003,0.15749999999999997,0.1775,0.15549999999999997
10,1.0,0.0,0.22299999999999998,0.1845,0.20350000000000001,0.16949999999999998
11,1.0,1.0,0.22750000000000004,0.1975,0.19099999999999995,0.16500000000000004
12,1.0,2.0,0.20599999999999996,0.1825,0.1915,0.16800000000000004
13,1.0,3.0,0.22850000000000004,0.19899999999999995,0.19399999999999995,0.16700000000000004
14,1.0,4.0,0.21199999999999997,0.1915,0.19799999999999995,0.1885
15,1.0,5.0,0.21099999999999997,0.19799999999999995,0.19699999999999995,0.17700000000000005
16,1.0,6.0,0.20399999999999996,0.1745,0.21699999999999997,0.18000000000000005
17,1.0,7.0,0.22250000000000003,0.2025,0.1815,0.16400000000000003
18,1.0,8.0,0.21699999999999997,0.1915,0.17800000000000005,0.17300000000000004
19,1.0,9.0,0.21850000000000003,0.18400000000000005,0.20099999999999996,0.16349999999999998
20,2.0,0.0,0.236,0.3205,0.21250000000000002,0.20450000000000002
21,2.0,1.0,0.25,0.278,0.22299999999999998,0.21999999999999997
22,2.0,2.0,0.269,0.28500000000000003,0.21399999999999997,0.2005
23,2.0,3.0,0.22999999999999998,0.2825,0.21699999999999997,0.1975
24,2.0,4.0,0.25449999999999995,0.274,0.22250000000000003,0.21050000000000002
25,2.0,5.0,0.22550000000000003,0.27349999999999997,0.21150000000000002,0.19199999999999995
26,2.0,6.0,0.23250000000000004,0.28300000000000003,0.21199999999999997,0.1855
27,2.0,7.0,0.27649999999999997,0.29600000000000004,0.20650000000000002,0.21350000000000002
28,2.0,8.0,0.238,0.29700000000000004,0.20699999999999996,0.1975
29,2.0,9.0,0.24450000000000005,0.27049999999999996,0.22050000000000003,0.19799999999999995
30,3.0,0.0,0.24250000000000005,0.31000000000000005,0.25,0.19999999999999996
31,3.0,1.0,0.249,0.29900000000000004,0.243,0.20399999999999996
32,3.0,2.0,0.25249999999999995,0.28500000000000003,0.247,0.21999999999999997
33,3.0,3.0,0.263,0.3045,0.254,0.21050000000000002
34,3.0,4.0,0.277,0.28400000000000003,0.25749999999999995,0.22750000000000004
35,3.0,5.0,0.253,0.2955,0.23850000000000005,0.20199999999999996
36,3.0,6.0,0.26149999999999995,0.29200000000000004,0.24750000000000005,0.21050000000000002
37,3.0,7.0,0.239,0.29100000000000004,0.265,0.21250000000000002
38,3.0,8.0,0.279,0.3165,0.23399999999999999,0.20799999999999996
39,3.0,9.0,0.259,0.30100000000000005,0.25749999999999995,0.21650000000000003
40,4.0,0.0,0.272,0.33599999999999997,0.23650000000000004,0.22099999999999997
41,4.0,1.0,0.3135,0.3055,0.274,0.20850000000000002
42,4.0,2.0,0.275,0.348,0.25149999999999995,0.21050000000000002
43,4.0,3.0,0.264,0.3395,0.25449999999999995,0.19599999999999995
44,4.0,4.0,0.31799999999999995,0.3145,0.258,0.22850000000000004
45,4.0,5.0,0.27749999999999997,0.3095,0.25249999999999995,0.20350000000000001
46,4.0,6.0,0.30700000000000005,0.353,0.26149999999999995,0.19199999999999995
47,4.0,7.0,0.272,0.349,0.24350000000000005,0.20399999999999996
48,4.0,8.0,0.27549999999999997,0.30900000000000005,0.26449999999999996,0.2025
49,4.0,9.0,0.2975,0.31299999999999994,0.271,0.20450000000000002
50,5.0,0.0,0.29200000000000004,0.33399999999999996,0.28600000000000003,0.22750000000000004
51,5.0,1.0,0.3005,0.347,0.26349999999999996,0.24
52,5.0,2.0,0.3135,0.3235,0.269,0.23299999999999998
53,5.0,3.0,0.3015,0.32699999999999996,0.28700000000000003,0.24850000000000005
54,5.0,4.0,0.30600000000000005,0.348,0.26349999999999996,0.22950000000000004
55,5.0,5.0,0.27849999999999997,0.34650000000000003,0.274,0.23750000000000004
56,5.0,6.0,0.2915,0.34199999999999997,0.29000000000000004,0.21299999999999997
57,5.0,7.0,0.2815,0.33699999999999997,0.261,0.22650000000000003
58,5.0,8.0,0.30600000000000005,0.33999999999999997,0.268,0.23099999999999998
59,5.0,9.0,0.274,0.35650000000000004,0.28600000000000003,0.21850000000000003
60,10.0,0.0,0.369,0.395,0.354,0.21850000000000003
61,10.0,1.0,0.357,0.38749999999999996,0.3365,0.239
