{'deploy': True, 'tag': '05_ood/04_domain_net', 'seed': 10, 'device': 'cuda:0', 'reps': 10, 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'task': {'dataset': 'domain_net', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'target': 0, 'ood': [4], 'augment': False, 'n': 25, 'm_n': 8, 'beta': 0.5, 'custom_sampler': False, 'm_cinic': 1, 'm_cinic_neg': 0.0}, 'hp': {'epochs': 100, 'bs': 16, 'lr': 0.01}, 'net': 'conv'}
Files already downloaded and verified
Files already downloaded and verified
{'epoch': 1, 'train_loss': 0.661, 'train_acc': 0.6648}
{'epoch': 2, 'train_loss': 0.4698, 'train_acc': 0.7765}
{'epoch': 3, 'train_loss': 0.3403, 'train_acc': 0.8567}
{'epoch': 4, 'train_loss': 0.2071, 'train_acc': 0.9169}
{'epoch': 5, 'train_loss': 0.1279, 'train_acc': 0.957}
{'epoch': 6, 'train_loss': 0.0659, 'train_acc': 0.9857}
{'epoch': 7, 'train_loss': 0.0518, 'train_acc': 0.9885}
{'epoch': 8, 'train_loss': 0.06, 'train_acc': 0.9799}
{'epoch': 9, 'train_loss': 0.0582, 'train_acc': 0.9742}
{'epoch': 10, 'train_loss': 0.0392, 'train_acc': 0.9914}
{'epoch': 11, 'train_loss': 0.0147, 'train_acc': 1.0}
{'epoch': 12, 'train_loss': 0.0069, 'train_acc': 1.0}
{'epoch': 13, 'train_loss': 0.0035, 'train_acc': 1.0}
{'epoch': 14, 'train_loss': 0.0027, 'train_acc': 1.0}
{'epoch': 15, 'train_loss': 0.0022, 'train_acc': 1.0}
{'epoch': 16, 'train_loss': 0.0022, 'train_acc': 1.0}
{'epoch': 17, 'train_loss': 0.001, 'train_acc': 1.0}
{'epoch': 18, 'train_loss': 0.0014, 'train_acc': 1.0}
{'epoch': 19, 'train_loss': 0.0012, 'train_acc': 1.0}
{'epoch': 20, 'train_loss': 0.0013, 'train_acc': 1.0}
{'epoch': 21, 'train_loss': 0.0011, 'train_acc': 1.0}
{'epoch': 22, 'train_loss': 0.0011, 'train_acc': 1.0}
{'epoch': 23, 'train_loss': 0.001, 'train_acc': 1.0}
{'epoch': 24, 'train_loss': 0.0008, 'train_acc': 1.0}
{'epoch': 25, 'train_loss': 0.0012, 'train_acc': 1.0}
{'epoch': 26, 'train_loss': 0.0007, 'train_acc': 1.0}
{'epoch': 27, 'train_loss': 0.0007, 'train_acc': 1.0}
{'epoch': 28, 'train_loss': 0.0007, 'train_acc': 1.0}
{'epoch': 29, 'train_loss': 0.0006, 'train_acc': 1.0}
{'epoch': 30, 'train_loss': 0.0006, 'train_acc': 1.0}
{'epoch': 31, 'train_loss': 0.0009, 'train_acc': 1.0}
{'epoch': 32, 'train_loss': 0.0005, 'train_acc': 1.0}
{'epoch': 33, 'train_loss': 0.0004, 'train_acc': 1.0}
{'epoch': 34, 'train_loss': 0.0005, 'train_acc': 1.0}
{'epoch': 35, 'train_loss': 0.0005, 'train_acc': 1.0}
{'epoch': 36, 'train_loss': 0.0004, 'train_acc': 1.0}
{'epoch': 37, 'train_loss': 0.0003, 'train_acc': 1.0}
{'epoch': 38, 'train_loss': 0.0004, 'train_acc': 1.0}
