{'deploy': True, 'tag': '05_ood/04_domain_net', 'seed': 10, 'device': 'cuda:0', 'reps': 10, 'loss': {'alpha': 0.5, 'tune_alpha': False, 'group_task_loss': False}, 'task': {'dataset': 'domain_net', 'task_map': [[0, 1], [2, 3], [4, 5], [6, 7], [8, 9]], 'target': 0, 'ood': [4], 'augment': False, 'n': 25, 'm_n': 0.25, 'beta': 0.5, 'custom_sampler': False, 'm_cinic': 1, 'm_cinic_neg': 0.0}, 'hp': {'epochs': 100, 'bs': 16, 'lr': 0.01}, 'net': 'conv'}
Files already downloaded and verified
Files already downloaded and verified
{'epoch': 1, 'train_loss': 0.665, 'train_acc': 0.629}
{'epoch': 2, 'train_loss': 0.2315, 'train_acc': 0.9032}
{'epoch': 3, 'train_loss': 0.1022, 'train_acc': 1.0}
{'epoch': 4, 'train_loss': 0.0694, 'train_acc': 1.0}
{'epoch': 5, 'train_loss': 0.0203, 'train_acc': 1.0}
{'epoch': 6, 'train_loss': 0.0194, 'train_acc': 1.0}
{'epoch': 7, 'train_loss': 0.0141, 'train_acc': 1.0}
{'epoch': 8, 'train_loss': 0.0077, 'train_acc': 1.0}
{'epoch': 9, 'train_loss': 0.0038, 'train_acc': 1.0}
{'epoch': 10, 'train_loss': 0.003, 'train_acc': 1.0}
{'epoch': 11, 'train_loss': 0.0027, 'train_acc': 1.0}
{'epoch': 12, 'train_loss': 0.0022, 'train_acc': 1.0}
{'epoch': 13, 'train_loss': 0.0016, 'train_acc': 1.0}
{'epoch': 14, 'train_loss': 0.0015, 'train_acc': 1.0}
{'epoch': 15, 'train_loss': 0.0013, 'train_acc': 1.0}
{'epoch': 16, 'train_loss': 0.0015, 'train_acc': 1.0}
{'epoch': 17, 'train_loss': 0.0011, 'train_acc': 1.0}
{'epoch': 18, 'train_loss': 0.0011, 'train_acc': 1.0}
{'epoch': 19, 'train_loss': 0.0012, 'train_acc': 1.0}
{'epoch': 20, 'train_loss': 0.0017, 'train_acc': 1.0}
{'epoch': 21, 'train_loss': 0.0007, 'train_acc': 1.0}
{'epoch': 22, 'train_loss': 0.002, 'train_acc': 1.0}
{'epoch': 23, 'train_loss': 0.0007, 'train_acc': 1.0}
{'epoch': 24, 'train_loss': 0.0007, 'train_acc': 1.0}
{'epoch': 25, 'train_loss': 0.0009, 'train_acc': 1.0}
{'epoch': 26, 'train_loss': 0.0007, 'train_acc': 1.0}
{'epoch': 27, 'train_loss': 0.0014, 'train_acc': 1.0}
{'epoch': 28, 'train_loss': 0.0007, 'train_acc': 1.0}
{'epoch': 29, 'train_loss': 0.0005, 'train_acc': 1.0}
{'epoch': 30, 'train_loss': 0.0006, 'train_acc': 1.0}
{'epoch': 31, 'train_loss': 0.0005, 'train_acc': 1.0}
{'epoch': 32, 'train_loss': 0.0006, 'train_acc': 1.0}
{'epoch': 33, 'train_loss': 0.0005, 'train_acc': 1.0}
{'epoch': 34, 'train_loss': 0.0005, 'train_acc': 1.0}
{'epoch': 35, 'train_loss': 0.0008, 'train_acc': 1.0}
{'epoch': 36, 'train_loss': 0.0005, 'train_acc': 1.0}
{'epoch': 37, 'train_loss': 0.0011, 'train_acc': 1.0}
{'epoch': 38, 'train_loss': 0.0008, 'train_acc': 1.0}
{'epoch': 39, 'train_loss': 0.0005, 'train_acc': 1.0}
{'epoch': 40, 'train_loss': 0.0004, 'train_acc': 1.0}
{'epoch': 41, 'train_loss': 0.0005, 'train_acc': 1.0}
